YDR143C,0.647887323943662,0.09154929577464789,0.13380281690140844,0.028169014084507043,0.09859154929577466,0.647887323943662,0.09154929577464789,0.13380281690140844,0.028169014084507043,0.09859154929577466
YER068W,0.6428571428571428,0.11904761904761904,0.1488095238095238,0.02976190476190476,0.05952380952380952,0.6428571428571428,0.11904761904761904,0.1488095238095238,0.02976190476190476,0.05952380952380952
YMR207C,0.7422279792746114,0.08419689119170984,0.14378238341968913,0.010362694300518135,0.019430051813471502,0.7422279792746114,0.08419689119170984,0.14378238341968913,0.010362694300518135,0.019430051813471502
YNR016C,0.7608695652173912,0.07729468599033816,0.1316425120772947,0.013285024154589372,0.016908212560386472,0.7608695652173912,0.07729468599033816,0.1316425120772947,0.013285024154589372,0.016908212560386472
YIL135C,0.5428571428571429,0.09523809523809523,0.2,0.02857142857142857,0.13333333333333333,0.5428571428571429,0.09523809523809523,0.2,0.02857142857142857,0.13333333333333333
YMR139W,0.7388059701492538,0.08955223880597014,0.1417910447761194,0.022388059701492536,0.007462686567164179,0.7388059701492538,0.08955223880597014,0.1417910447761194,0.022388059701492536,0.007462686567164179
YNL316C,0.7478991596638656,0.1092436974789916,0.09243697478991597,0.01680672268907563,0.03361344537815126,0.7478991596638656,0.1092436974789916,0.09243697478991597,0.01680672268907563,0.03361344537815126
YOL082W,0.671875,0.109375,0.1171875,0.0390625,0.0625,0.671875,0.109375,0.1171875,0.0390625,0.0625
YHR211W,0.6363636363636364,0.09090909090909091,0.14335664335664336,0.03496503496503497,0.09440559440559441,0.6363636363636364,0.09090909090909091,0.14335664335664336,0.03496503496503497,0.09440559440559441
YNL255C,0.6666666666666666,0.14583333333333334,0.16666666666666669,0.0,0.020833333333333332,0.6666666666666666,0.14583333333333334,0.16666666666666669,0.0,0.020833333333333332
YJL125C,0.7096774193548387,0.06451612903225806,0.1532258064516129,0.04032258064516129,0.03225806451612903,0.7096774193548387,0.06451612903225806,0.1532258064516129,0.04032258064516129,0.03225806451612903
YNL062C,0.7134146341463414,0.10365853658536585,0.1524390243902439,0.0,0.03048780487804878,0.7134146341463414,0.10365853658536585,0.1524390243902439,0.0,0.03048780487804878
YDL014W,0.7009345794392523,0.08411214953271028,0.11214953271028036,0.04672897196261682,0.056074766355140186,0.7009345794392523,0.08411214953271028,0.11214953271028036,0.04672897196261682,0.056074766355140186
YKL125W,0.7368421052631579,0.10526315789473684,0.10526315789473684,0.021929824561403508,0.03070175438596491,0.7368421052631579,0.10526315789473684,0.10526315789473684,0.021929824561403508,0.03070175438596491
YJL218W,0.7567567567567568,0.16216216216216217,0.06756756756756757,0.013513513513513514,0.0,0.7567567567567568,0.16216216216216217,0.06756756756756757,0.013513513513513514,0.0
YLR291C,0.773972602739726,0.10273972602739725,0.0958904109589041,0.00684931506849315,0.02054794520547945,0.773972602739726,0.10273972602739725,0.0958904109589041,0.00684931506849315,0.02054794520547945
YLR448W,0.7538461538461538,0.06153846153846154,0.12307692307692308,0.046153846153846156,0.015384615384615385,0.7538461538461538,0.06153846153846154,0.12307692307692308,0.046153846153846156,0.015384615384615385
YNL096C,0.7142857142857143,0.17142857142857143,0.08571428571428572,0.0,0.02857142857142857,0.7142857142857143,0.17142857142857143,0.08571428571428572,0.0,0.02857142857142857
YLR075W,0.75,0.1,0.125,0.0,0.025,0.75,0.1,0.125,0.0,0.025
YNL110C,0.6333333333333333,0.15,0.1,0.016666666666666666,0.1,0.6333333333333333,0.15,0.1,0.016666666666666666,0.1
YHR135C,0.673202614379085,0.10457516339869281,0.09803921568627451,0.0196078431372549,0.10457516339869281,0.673202614379085,0.10457516339869281,0.09803921568627451,0.0196078431372549,0.10457516339869281
YNL199C,0.6413793103448275,0.10344827586206896,0.14482758620689656,0.034482758620689655,0.07586206896551724,0.6413793103448275,0.10344827586206896,0.14482758620689656,0.034482758620689655,0.07586206896551724
YJL092W,0.7293233082706767,0.08270676691729323,0.13283208020050125,0.020050125313283207,0.03508771929824561,0.7293233082706767,0.08270676691729323,0.13283208020050125,0.020050125313283207,0.03508771929824561
YOR281C,0.7472527472527473,0.054945054945054944,0.09890109890109891,0.04395604395604396,0.05494505494505495,0.7472527472527473,0.054945054945054944,0.09890109890109891,0.04395604395604396,0.05494505494505495
YGL173C,0.6973947895791583,0.11022044088176353,0.1342685370741483,0.014028056112224449,0.044088176352705406,0.6973947895791583,0.11022044088176353,0.1342685370741483,0.014028056112224449,0.044088176352705406
YKL139W,0.7083333333333333,0.041666666666666664,0.1388888888888889,0.04861111111111111,0.0625,0.7083333333333333,0.041666666666666664,0.1388888888888889,0.04861111111111111,0.0625
YER125W,0.6652542372881356,0.11016949152542373,0.1440677966101695,0.01694915254237288,0.0635593220338983,0.6652542372881356,0.11016949152542373,0.1440677966101695,0.01694915254237288,0.0635593220338983
YPL115C,0.6482558139534884,0.11627906976744186,0.15988372093023256,0.03488372093023256,0.040697674418604654,0.6482558139534884,0.11627906976744186,0.15988372093023256,0.03488372093023256,0.040697674418604654
YPL161C,0.8037735849056604,0.0830188679245283,0.07547169811320754,0.01509433962264151,0.022641509433962266,0.8037735849056604,0.0830188679245283,0.07547169811320754,0.01509433962264151,0.022641509433962266
YEL002C,0.7346938775510204,0.047619047619047616,0.14965986394557823,0.027210884353741496,0.04081632653061224,0.7346938775510204,0.047619047619047616,0.14965986394557823,0.027210884353741496,0.04081632653061224
YKL008C,0.8488372093023255,0.06395348837209303,0.05813953488372093,0.005813953488372093,0.023255813953488372,0.8488372093023255,0.06395348837209303,0.05813953488372093,0.005813953488372093,0.023255813953488372
YJL019W,0.634020618556701,0.14948453608247422,0.12886597938144329,0.020618556701030927,0.06701030927835051,0.634020618556701,0.14948453608247422,0.12886597938144329,0.020618556701030927,0.06701030927835051
YOL104C,0.8014705882352942,0.07352941176470588,0.08088235294117647,0.022058823529411766,0.022058823529411763,0.8014705882352942,0.07352941176470588,0.08088235294117647,0.022058823529411766,0.022058823529411763
YML010W,0.6505190311418685,0.11072664359861592,0.13494809688581313,0.04498269896193772,0.058823529411764705,0.6505190311418685,0.11072664359861592,0.13494809688581313,0.04498269896193772,0.058823529411764705
YNL248C,0.7891156462585034,0.034013605442176874,0.1292517006802721,0.006802721088435374,0.04081632653061224,0.7891156462585034,0.034013605442176874,0.1292517006802721,0.006802721088435374,0.04081632653061224
YML009C,0.7407407407407407,0.07407407407407407,0.18518518518518517,0.0,0.0,0.7407407407407407,0.07407407407407407,0.18518518518518517,0.0,0.0
